id,from,to,time,accel
1423537428987,2015-09-02 22:03:00,2015-10-02 07:29:00,2015-09-02 22:33:00,0.15387246,None
1423537428987,2015-09-02 22:03:00,2015-10-02 07:29:00,2015-09-02 22:33:00,0.15387239,None
1423537428987,2015-09-02 22:03:00,2015-10-02 07:29:00,2015-09-02 22:33:00,0.44469175,None
1423537428987,2015-09-02 22:03:00,2015-10-02 07:29:00,2015-09-02 22:34:00,0.1538725,None
1423537428987,2015-09-02 22:03:00,2015-10-02 07:29:00,2015-09-02 22:34:00,0.18618633,None
1423537428987,2015-09-02 22:03:00,2015-10-02 07:29:00,2015-09-02 22:34:00,0.18618558,None
1423537428987,2015-09-02 22:03:00,2015-10-02 07:29:00,2015-09-02 22:34:00,0.1861855,None
1423537428987,2015-09-02 22:03:00,2015-10-02 07:29:00,2015-09-02 22:34:00,0.18618633,None
1423537428987,2015-09-02 22:03:00,2015-10-02 07:29:00,2015-09-02 22:34:00,0.15387309,None
1423537428987,2015-09-02 22:03:00,2015-10-02 07:29:00,2015-09-02 22:35:00,0.1861855,None
1423537428987,2015-09-02 22:03:00,2015-10-02 07:29:00,2015-09-02 22:35:00,0.67857766,None
1423537428987,2015-09-02 22:03:00,2015-10-02 07:29:00,2015-09-02 22:35:00,0.12463666,None
1423537428987,2015-09-02 22:03:00,2015-10-02 07:29:00,2015-09-02 22:35:00,0.4446919,None
1423537428987,2015-09-02 22:03:00,2015-10-02 07:29:00,2015-09-02 22:35:00,0.15387316,None
1423537428987,2015-09-02 22:03:00,2015-10-02 07:29:00,2015-09-02 22:35:00,0.18618558,None
1423537428987,2015-09-02 22:03:00,2015-10-02 07:29:00,2015-09-02 22:36:00,0.18618633,None
1423537428987,2015-09-02 22:03:00,2015-10-02 07:29:00,2015-09-02 22:36:00,0.15387255,None
1423537428987,2015-09-02 22:03:00,2015-10-02 07:29:00,2015-09-02 22:36:00,0.22157624,None
1423537428987,2015-09-02 22:03:00,2015-10-02 07:29:00,2015-09-02 22:36:00,0.39391387,None
1423537428987,2015-09-02 22:03:00,2015-10-02 07:29:00,2015-09-02 22:36:00,0.15387313,None
1423537428987,2015-09-02 22:03:00,2015-10-02 07:29:00,2015-09-02 22:36:00,0.15387234,None
1423537428987,2015-09-02 22:03:00,2015-10-02 07:29:00,2015-09-02 22:37:00,0.67857766,None
1423537428987,2015-09-02 22:03:00,2015-10-02 07:29:00,2015-09-02 22:37:00,0.1538723,None
1423537428987,2015-09-02 22:03:00,2015-10-02 07:29:00,2015-09-02 22:37:00,0.22157624,None
1423537428987,2015-09-02 22:03:00,2015-10-02 07:29:00,2015-09-02 22:37:00,0.15387234,None
1423537428987,2015-09-02 22:03:00,2015-10-02 07:29:00,2015-09-02 22:37:00,0.18618573,None
1423537428987,2015-09-02 22:03:00,2015-10-02 07:29:00,2015-09-02 22:37:00,0.18618558,None
1423537428987,2015-09-02 22:03:00,2015-10-02 07:29:00,2015-09-02 22:38:00,0.15387316,None
1423537428987,2015-09-02 22:03:00,2015-10-02 07:29:00,2015-09-02 22:38:00,0.15387255,None
1423537428987,2015-09-02 22:03:00,2015-10-02 07:29:00,2015-09-02 22:38:00,0.18618552,None
1423537428987,2015-09-02 22:03:00,2015-10-02 07:29:00,2015-09-02 22:38:00,0.15387301,None
1423537428987,2015-09-02 22:03:00,2015-10-02 07:29:00,2015-09-02 22:38:00,0.15387234,None
1423537428987,2015-09-02 22:03:00,2015-10-02 07:29:00,2015-09-02 22:38:00,0.18618563,None
1423537428987,2015-09-02 22:03:00,2015-10-02 07:29:00,2015-09-02 22:39:00,0.49854705,None
1423537428987,2015-09-02 22:03:00,2015-10-02 07:29:00,2015-09-02 22:39:00,0.12463735,None
1423537428987,2015-09-02 22:03:00,2015-10-02 07:29:00,2015-09-02 22:39:00,0.1861864,None
1423537428987,2015-09-02 22:03:00,2015-10-02 07:29:00,2015-09-02 22:39:00,0.15387242,None
1423537428987,2015-09-02 22:03:00,2015-10-02 07:29:00,2015-09-02 22:39:00,0.15387246,None
1423537428987,2015-09-02 22:03:00,2015-10-02 07:29:00,2015-09-02 22:39:00,0.1538732,None
1423537428987,2015-09-02 22:03:00,2015-10-02 07:29:00,2015-09-02 22:40:00,0.15387316,None
1423537428987,2015-09-02 22:03:00,2015-10-02 07:29:00,2015-09-02 22:40:00,0.15387239,None
1423537428987,2015-09-02 22:03:00,2015-10-02 07:29:00,2015-09-02 22:40:00,0.1861855,None
1423537428987,2015-09-02 22:03:00,2015-10-02 07:29:00,2015-09-02 22:40:00,0.2215771,None
1423537428987,2015-09-02 22:03:00,2015-10-02 07:29:00,2015-09-02 22:40:00,0.4446919,None
1423537428987,2015-09-02 22:03:00,2015-10-02 07:29:00,2015-09-02 22:40:00,0.15387316,None
1423537428987,2015-09-02 22:03:00,2015-10-02 07:29:00,2015-09-02 22:41:00,0.1538725,None
1423537428987,2015-09-02 22:03:00,2015-10-02 07:29:00,2015-09-02 22:41:00,0.1538725,None
1423537428987,2015-09-02 22:03:00,2015-10-02 07:29:00,2015-09-02 22:41:00,0.15387246,None
1423537428987,2015-09-02 22:03:00,2015-10-02 07:29:00,2015-09-02 22:41:00,0.18618622,None
1423537428987,2015-09-02 22:03:00,2015-10-02 07:29:00,2015-09-02 22:41:00,0.15387236,None
1423537428987,2015-09-02 22:03:00,2015-10-02 07:29:00,2015-09-02 22:41:00,0.15387325,None
1423537428987,2015-09-02 22:03:00,2015-10-02 07:29:00,2015-09-02 22:42:00,0.2215763,None
1423537428987,2015-09-02 22:03:00,2015-10-02 07:29:00,2015-09-02 22:42:00,0.5554799,None
1423537428987,2015-09-02 22:03:00,2015-10-02 07:29:00,2015-09-02 22:42:00,0.2600442,None
1423537428987,2015-09-02 22:03:00,2015-10-02 07:29:00,2015-09-02 22:42:00,0.15387246,None
1423537428987,2015-09-02 22:03:00,2015-10-02 07:29:00,2015-09-02 22:42:00,0.15387234,None
1423537428987,2015-09-02 22:03:00,2015-10-02 07:29:00,2015-09-02 22:42:00,0.15387316,None
1423537428987,2015-09-02 22:03:00,2015-10-02 07:29:00,2015-09-02 22:43:00,0.15387312,None
1423537428987,2015-09-02 22:03:00,2015-10-02 07:29:00,2015-09-02 22:43:00,0.18618634,None
1423537428987,2015-09-02 22:03:00,2015-10-02 07:29:00,2015-09-02 22:43:00,0.12463735,None
1423537428987,2015-09-02 22:03:00,2015-10-02 07:29:00,2015-09-02 22:43:00,0.1538725,None
1423537428987,2015-09-02 22:03:00,2015-10-02 07:29:00,2015-09-02 22:43:00,0.15387316,None
