datetime,time,movement,duringSleep
2013-05-01 21:10:21,1367457021,6.0,False
2013-05-01 21:12:01,1367457121,6.0,False
2013-05-01 21:14:01,1367457241,7.0,False
2013-05-01 21:16:01,1367457361,5.0,False
2013-05-01 21:18:01,1367457481,0.0,False
2013-05-01 21:20:01,1367457601,1.0,False
2013-05-01 21:22:01,1367457721,1.0,False
2013-05-01 21:24:01,1367457841,3.0,False
2013-05-01 21:26:01,1367457961,0.0,False
2013-05-01 21:28:01,1367458081,1.0,False
2013-05-01 21:30:01,1367458201,1.0,False
2013-05-01 21:32:01,1367458321,0.0,False
2013-05-01 21:35:02,1367458502,1.0,False
2013-05-01 21:38:48,1367458728,1.0,False
2013-05-01 21:40:31,1367458831,0.0,False
2013-05-01 21:42:31,1367458951,0.0,False
2013-05-01 21:44:31,1367459071,0.0,False
2013-05-01 21:46:31,1367459191,0.0,False
2013-05-01 21:48:31,1367459311,1.0,False
2013-05-01 21:50:31,1367459431,0.0,False
2013-05-01 21:52:31,1367459551,0.0,False
2013-05-01 21:54:31,1367459671,1.0,False
2013-05-01 21:56:31,1367459791,5.0,False
2013-05-01 21:58:31,1367459911,2.0,False
2013-05-01 22:00:31,1367460031,5.0,False
2013-05-01 22:02:31,1367460151,5.0,False
2013-05-01 22:04:32,1367460272,1.0,False
2013-05-01 22:06:31,1367460391,0.0,False
2013-05-01 22:08:31,1367460511,0.0,False
2013-05-01 22:10:31,1367460631,1.0,False
2013-05-01 22:12:32,1367460752,1.0,False
2013-05-01 22:14:31,1367460871,0.0,False
2013-05-01 22:16:31,1367460991,0.0,False
2013-05-01 22:18:31,1367461111,0.0,False
2013-05-01 22:20:31,1367461231,1.0,False
2013-05-01 22:22:31,1367461351,0.0,False
2013-05-01 22:24:31,1367461471,1.0,False
2013-05-01 22:26:31,1367461591,0.0,False
2013-05-01 22:28:31,1367461711,0.0,False
2013-05-01 22:30:31,1367461831,1.0,False
2013-05-01 22:32:31,1367461951,1.0,False
2013-05-01 22:34:31,1367462071,0.0,False
2013-05-01 22:36:31,1367462191,0.0,False
2013-05-01 22:38:31,1367462311,1.0,False
2013-05-01 22:40:31,1367462431,0.0,False
2013-05-01 22:42:31,1367462551,1.0,False
2013-05-01 22:44:31,1367462671,1.0,False
2013-05-01 22:46:31,1367462791,0.0,False
2013-05-01 22:48:31,1367462911,1.0,False
2013-05-01 22:50:31,1367463031,1.0,False
2013-05-01 22:52:31,1367463151,1.0,False
2013-05-01 22:54:31,1367463271,1.0,False
2013-05-01 22:56:31,1367463391,1.0,False
2013-05-01 22:58:31,1367463511,1.0,False
2013-05-01 23:00:32,1367463632,5.0,False
2013-05-01 23:02:31,1367463751,4.0,False
2013-05-01 23:04:31,1367463871,1.0,False
2013-05-01 23:06:31,1367463991,0.0,False
2013-05-01 23:08:31,1367464111,0.0,False
2013-05-01 23:10:31,1367464231,0.0,False
2013-05-01 23:12:31,1367464351,1.0,False
2013-05-01 23:14:31,1367464471,0.0,False
2013-05-01 23:16:31,1367464591,0.0,False
2013-05-01 23:18:31,1367464711,0.0,False
2013-05-01 23:20:31,1367464831,0.0,False
2013-05-01 23:22:31,1367464951,0.0,False
2013-05-01 23:24:31,1367465071,0.0,False
2013-05-01 23:26:31,1367465191,0.0,False
2013-05-01 23:28:31,1367465311,0.0,False
2013-05-01 23:30:31,1367465431,0.0,False
2013-05-01 23:32:31,1367465551,0.0,False
2013-05-01 23:34:31,1367465671,0.0,False
2013-05-01 23:36:31,1367465791,0.0,False
2013-05-01 23:38:31,1367465911,0.0,False
2013-05-01 23:40:31,1367466031,0.0,False
2013-05-01 23:42:31,1367466151,0.0,False
2013-05-01 23:44:31,1367466271,0.0,False
2013-05-01 23:46:31,1367466391,0.0,False
2013-05-01 23:48:31,1367466511,0.0,False
2013-05-01 23:50:31,1367466631,0.0,False
2013-05-01 23:52:31,1367466751,0.0,False
2013-05-01 23:54:31,1367466871,0.0,False
2013-05-01 23:56:31,1367466991,0.0,False
2013-05-01 23:58:31,1367467111,0.0,False
2013-05-02 00:00:31,1367467231,0.0,False
2013-05-02 00:02:31,1367467351,0.0,False
2013-05-02 00:04:31,1367467471,0.0,False
2013-05-02 00:06:31,1367467591,0.0,False
2013-05-02 00:08:31,1367467711,0.0,False
2013-05-02 00:10:31,1367467831,0.0,False
2013-05-02 00:12:31,1367467951,0.0,False
2013-05-02 00:14:31,1367468071,0.0,False
2013-05-02 00:16:31,1367468191,0.0,False
2013-05-02 00:18:31,1367468311,0.0,False
2013-05-02 00:20:31,1367468431,0.0,False
2013-05-02 00:22:31,1367468551,0.0,False
2013-05-02 00:24:31,1367468671,0.0,False
2013-05-02 00:26:31,1367468791,0.0,False
2013-05-02 00:28:31,1367468911,0.0,False
2013-05-02 00:30:31,1367469031,0.0,False
2013-05-02 00:32:31,1367469151,0.0,False
2013-05-02 00:34:31,1367469271,0.0,False
2013-05-02 00:36:31,1367469391,0.0,False
2013-05-02 00:38:31,1367469511,0.0,False
2013-05-02 00:40:31,1367469631,0.0,False
2013-05-02 00:42:31,1367469751,0.0,False
2013-05-02 00:44:31,1367469871,0.0,False
2013-05-02 00:46:31,1367469991,0.0,False
2013-05-02 00:48:31,1367470111,0.0,False
2013-05-02 00:50:31,1367470231,0.0,False
2013-05-02 00:52:31,1367470351,0.0,False
2013-05-02 00:54:31,1367470471,0.0,False
2013-05-02 00:56:31,1367470591,0.0,False
2013-05-02 00:58:31,1367470711,0.0,False
2013-05-02 01:00:31,1367470831,0.0,False
2013-05-02 01:02:31,1367470951,0.0,False
2013-05-02 01:04:31,1367471071,0.0,True
2013-05-02 01:06:31,1367471191,0.0,True
2013-05-02 01:08:31,1367471311,0.0,True
2013-05-02 01:10:31,1367471431,0.0,True
2013-05-02 01:12:31,1367471551,0.0,True
2013-05-02 01:14:31,1367471671,0.0,True
2013-05-02 01:16:31,1367471791,0.0,True
2013-05-02 01:18:31,1367471911,0.0,True
2013-05-02 01:20:31,1367472031,0.0,True
2013-05-02 01:22:31,1367472151,0.0,True
2013-05-02 01:24:31,1367472271,0.0,True
2013-05-02 01:26:31,1367472391,0.0,True
2013-05-02 01:28:31,1367472511,0.0,True
2013-05-02 01:30:31,1367472631,0.0,True
2013-05-02 01:32:31,1367472751,0.0,True
2013-05-02 01:34:31,1367472871,0.0,True
2013-05-02 01:36:31,1367472991,0.0,True
2013-05-02 01:38:31,1367473111,0.0,True
2013-05-02 01:40:31,1367473231,0.0,True
2013-05-02 01:42:31,1367473351,0.0,True
2013-05-02 01:44:31,1367473471,0.0,True
2013-05-02 01:46:31,1367473591,0.0,True
2013-05-02 01:48:31,1367473711,0.0,True
2013-05-02 01:50:31,1367473831,0.0,True
2013-05-02 01:52:31,1367473951,0.0,True
2013-05-02 01:54:31,1367474071,0.0,True
2013-05-02 01:56:31,1367474191,0.0,True
2013-05-02 01:58:31,1367474311,0.0,True
2013-05-02 02:00:31,1367474431,0.0,True
2013-05-02 02:02:31,1367474551,0.0,True
2013-05-02 02:04:31,1367474671,0.0,True
2013-05-02 02:06:31,1367474791,0.0,True
2013-05-02 02:08:31,1367474911,0.0,True
2013-05-02 02:10:31,1367475031,0.0,True
2013-05-02 02:12:31,1367475151,0.0,True
2013-05-02 02:14:31,1367475271,0.0,True
2013-05-02 02:16:31,1367475391,0.0,True
2013-05-02 02:18:31,1367475511,0.0,True
2013-05-02 02:20:31,1367475631,0.0,True
2013-05-02 02:22:31,1367475751,0.0,True
2013-05-02 02:24:31,1367475871,0.0,True
2013-05-02 02:26:31,1367475991,0.0,True
2013-05-02 02:28:31,1367476111,0.0,True
2013-05-02 02:30:31,1367476231,0.0,True
2013-05-02 02:32:31,1367476351,0.0,True
2013-05-02 02:34:31,1367476471,0.0,True
2013-05-02 02:36:31,1367476591,0.0,True
2013-05-02 02:38:31,1367476711,0.0,True
2013-05-02 02:40:31,1367476831,0.0,True
2013-05-02 02:42:31,1367476951,0.0,True
2013-05-02 02:44:31,1367477071,0.0,True
2013-05-02 02:46:31,1367477191,0.0,True
2013-05-02 02:48:31,1367477311,0.0,True
2013-05-02 02:50:31,1367477431,0.0,True
2013-05-02 02:52:31,1367477551,0.0,True
2013-05-02 02:54:31,1367477671,0.0,True
2013-05-02 02:56:31,1367477791,0.0,True
2013-05-02 02:58:31,1367477911,0.0,True
2013-05-02 03:00:31,1367478031,0.0,True
2013-05-02 03:02:31,1367478151,0.0,True
2013-05-02 03:04:31,1367478271,0.0,True
2013-05-02 03:06:31,1367478391,0.0,True
2013-05-02 03:08:31,1367478511,0.0,True
2013-05-02 03:10:31,1367478631,0.0,True
2013-05-02 03:12:31,1367478751,0.0,True
2013-05-02 03:14:31,1367478871,0.0,True
2013-05-02 03:16:31,1367478991,0.0,True
2013-05-02 03:18:31,1367479111,0.0,True
2013-05-02 03:20:31,1367479231,0.0,True
2013-05-02 03:22:31,1367479351,0.0,True
2013-05-02 03:24:31,1367479471,0.0,True
2013-05-02 03:26:31,1367479591,0.0,True
2013-05-02 03:28:31,1367479711,0.0,True
2013-05-02 03:30:31,1367479831,0.0,True
2013-05-02 03:32:31,1367479951,0.0,True
2013-05-02 03:34:31,1367480071,0.0,True
2013-05-02 03:36:31,1367480191,0.0,True
2013-05-02 03:38:31,1367480311,0.0,True
2013-05-02 03:40:31,1367480431,0.0,True
2013-05-02 03:42:31,1367480551,0.0,True
2013-05-02 03:44:31,1367480671,0.0,True
2013-05-02 03:46:31,1367480791,0.0,True
2013-05-02 03:48:31,1367480911,0.0,True
2013-05-02 03:50:31,1367481031,0.0,True
2013-05-02 03:52:31,1367481151,0.0,True
2013-05-02 03:54:31,1367481271,0.0,True
2013-05-02 03:56:31,1367481391,0.0,True
2013-05-02 03:58:31,1367481511,0.0,True
2013-05-02 04:00:31,1367481631,0.0,True
2013-05-02 04:02:31,1367481751,0.0,True
2013-05-02 04:04:31,1367481871,0.0,True
2013-05-02 04:06:31,1367481991,0.0,True
2013-05-02 04:08:31,1367482111,0.0,True
2013-05-02 04:10:31,1367482231,0.0,True
2013-05-02 04:12:31,1367482351,0.0,True
2013-05-02 04:14:31,1367482471,0.0,True
2013-05-02 04:16:31,1367482591,0.0,True
2013-05-02 04:18:31,1367482711,0.0,True
2013-05-02 04:20:31,1367482831,0.0,True
2013-05-02 04:22:31,1367482951,0.0,True
2013-05-02 04:24:31,1367483071,0.0,True
2013-05-02 04:26:31,1367483191,0.0,True
2013-05-02 04:28:31,1367483311,0.0,True
2013-05-02 04:30:31,1367483431,0.0,True
2013-05-02 04:32:31,1367483551,0.0,True
2013-05-02 04:34:31,1367483671,0.0,True
2013-05-02 04:36:31,1367483791,0.0,True
2013-05-02 04:38:31,1367483911,0.0,True
2013-05-02 04:40:31,1367484031,0.0,True
2013-05-02 04:42:31,1367484151,0.0,True
2013-05-02 04:44:31,1367484271,0.0,True
