userid,currDatetime,dayOfWeek,timeSeconds,fallAsleepTime,wakeUpTime,outOfBedTime,moveEvent,sleepQuality,timeToFallAsleep,beforeMidnight,isWeekend
116,11,6,420,0,7,7,9,3,101,1,1
117,11,3,475,22,6,7,14,3,5,1,0
117,12,4,186,13,16,16,13,3,3,0,0
117,12,4,429,0,7,7,4,3,11,1,0
117,14,6,393,1,7,7,12,4,18,0,1
117,15,0,467,0,8,8,2,4,4,0,0
117,15,0,457,23,7,7,30,2,14,1,0
117,16,1,478,23,7,7,4,2,6,1,0
117,17,2,483,23,7,7,31,3,4,1,0
117,18,3,461,23,7,7,19,3,3,1,0
117,19,4,557,23,8,8,21,2,10,1,0
117,21,6,436,0,8,8,23,4,7,0,1
117,22,0,492,0,8,8,5,2,10,0,0
117,22,0,456,0,7,7,10,3,57,1,0
117,24,2,445,0,8,8,22,4,5,0,0
117,24,2,454,23,7,7,4,3,21,1,0
117,25,3,490,0,8,8,1,3,60,1,0
117,26,4,488,23,7,7,19,4,11,1,0
117,27,5,544,23,8,8,20,4,4,1,1
117,28,6,515,23,8,8,2,4,5,1,1
117,29,0,432,23,7,7,7,4,49,1,0
117,30,1,509,23,7,8,1,4,15,1,0
117,31,2,449,0,7,7,34,3,13,1,0
117,2,4,413,1,8,8,3,3,33,0,0
117,2,4,492,23,7,7,1,3,2,1,0
117,4,6,441,1,8,8,27,4,7,0,1
117,4,6,549,23,8,8,1,4,14,1,1
117,5,0,548,23,8,8,23,3,11,1,0
117,7,2,480,0,8,8,11,3,44,0,0
117,8,3,473,1,8,8,27,2,0,0,0
117,8,3,381,23,6,6,12,3,12,1,0
117,9,4,543,23,8,8,64,2,5,1,0
117,10,5,552,0,9,9,2,2,36,1,1
117,11,6,563,23,8,8,4,2,60,1,1
