datetime,time,noise,duringSleep
2013-05-02 03:56:31,1367481391,1148.38461538,True
2013-05-02 03:58:31,1367481511,1388.88888889,True
2013-05-02 04:00:31,1367481631,1374.39316239,True
2013-05-02 04:02:31,1367481751,1288.54700855,True
2013-05-02 04:04:31,1367481871,834.991452991,True
2013-05-02 04:06:31,1367481991,867.384615385,True
2013-05-02 04:08:31,1367482111,1182.63247863,True
2013-05-02 04:10:31,1367482231,858.965811966,True
2013-05-02 04:12:31,1367482351,1236.17948718,True
2013-05-02 04:14:31,1367482471,1319.23076923,True
2013-05-02 04:16:31,1367482591,1185.26495726,True
2013-05-02 04:18:31,1367482711,1317.28205128,True
2013-05-02 04:20:31,1367482831,1151.5982906,True
2013-05-02 04:22:31,1367482951,1183.75213675,True
2013-05-02 04:24:31,1367483071,1187.94871795,True
2013-05-02 04:26:31,1367483191,967.581196581,True
2013-05-02 04:28:31,1367483311,456.487179487,True
2013-05-02 04:30:31,1367483431,1358.79487179,True
2013-05-02 04:32:31,1367483551,1146.81196581,True
2013-05-02 04:34:31,1367483671,1155.87179487,True
2013-05-02 04:36:31,1367483791,1276.07692308,True
2013-05-02 04:38:31,1367483911,1258.44444444,True
2013-05-02 04:40:31,1367484031,589.88034188,True
2013-05-02 04:42:31,1367484151,1170.69230769,True
2013-05-02 04:44:31,1367484271,1204.52136752,True
2013-05-02 04:46:31,1367484391,1170.5042735,True
2013-05-02 04:48:31,1367484511,1161.58119658,True
2013-05-02 04:50:31,1367484631,1181.84615385,True
2013-05-02 04:52:31,1367484751,831.743589744,True
2013-05-02 04:54:31,1367484871,1336.13675214,True
2013-05-02 04:56:31,1367484991,1152.69230769,True
2013-05-02 04:58:31,1367485111,1209.11965812,True
2013-05-02 05:00:31,1367485231,1123.62393162,True
2013-05-02 05:02:31,1367485351,1190.60683761,True
2013-05-02 05:04:31,1367485471,1488.30769231,True
2013-05-02 05:06:31,1367485591,1175.56410256,True
2013-05-02 05:08:31,1367485711,1156.67521368,True
2013-05-02 05:10:31,1367485831,1299.16239316,True
2013-05-02 05:12:31,1367485951,1173.33333333,True
2013-05-02 05:14:31,1367486071,1141.46153846,True
2013-05-02 05:16:31,1367486191,726.88034188,True
2013-05-02 05:18:31,1367486311,924.572649573,True
2013-05-02 05:20:31,1367486431,1159.57264957,True
2013-05-02 05:22:31,1367486551,1226.23076923,True
2013-05-02 05:24:31,1367486671,986.008547009,True
2013-05-02 05:26:31,1367486791,1026.36752137,True
2013-05-02 05:28:31,1367486911,974.042735043,True
2013-05-02 05:30:31,1367487031,994.897435897,True
2013-05-02 05:32:31,1367487151,1130.41880342,True
2013-05-02 05:34:31,1367487271,1257.20512821,True
2013-05-02 05:36:31,1367487391,707.538461538,True
2013-05-02 05:38:31,1367487511,1074.74358974,True
2013-05-02 05:40:31,1367487631,523.982905983,True
2013-05-02 05:42:31,1367487751,1172.69230769,True
2013-05-02 05:44:31,1367487871,1164.21367521,True
2013-05-02 05:46:31,1367487991,1130.54700855,True
2013-05-02 05:48:31,1367488111,1250.1965812,True
2013-05-02 05:50:31,1367488231,1114.44444444,True
2013-05-02 05:52:31,1367488351,141.854700855,True
2013-05-02 05:54:31,1367488471,928.760683761,True
2013-05-02 05:56:31,1367488591,1167.58119658,True
2013-05-02 05:58:31,1367488711,1152.46153846,True
2013-05-02 06:00:31,1367488831,1116.94017094,True
2013-05-02 06:02:31,1367488951,1346.88034188,True
2013-05-02 06:04:31,1367489071,1224.8034188,True
2013-05-02 06:06:31,1367489191,1085.52991453,True
2013-05-02 06:08:31,1367489311,1125.06837607,True
2013-05-02 06:10:31,1367489431,1122.25641026,True
2013-05-02 06:12:31,1367489551,1266.46153846,True
2013-05-02 06:14:31,1367489671,1376.05128205,True
2013-05-02 06:16:31,1367489791,1327.73504274,True
2013-05-02 06:18:31,1367489911,1342.76923077,True
2013-05-02 06:20:31,1367490031,1176.72649573,True
2013-05-02 06:22:31,1367490151,798.290598291,True
2013-05-02 06:24:31,1367490271,1443.67521368,True
2013-05-02 06:26:31,1367490391,1220.51282051,True
2013-05-02 06:28:31,1367490511,1360.7008547,True
2013-05-02 06:30:31,1367490631,1274.22222222,True
2013-05-02 06:32:31,1367490751,1403.04273504,True
2013-05-02 06:34:31,1367490871,1448.64102564,True
2013-05-02 06:36:31,1367490991,1241.73504274,True
2013-05-02 06:38:31,1367491111,1151.82905983,True
2013-05-02 06:40:31,1367491231,1323.91452991,True
2013-05-02 06:42:31,1367491351,1402.11965812,True
2013-05-02 06:44:31,1367491471,1351.52136752,True
2013-05-02 06:46:31,1367491591,1187.48717949,True
2013-05-02 06:48:31,1367491711,1173.78632479,True
2013-05-02 06:50:31,1367491831,1236.52991453,True
2013-05-02 06:52:31,1367491951,1445.81196581,True
2013-05-02 06:54:31,1367492071,1283.63247863,True
2013-05-02 06:56:31,1367492191,1265.0,True
2013-05-02 06:58:31,1367492311,1268.27350427,True
2013-05-02 07:00:31,1367492431,1388.61538462,True
2013-05-02 07:02:31,1367492551,1405.13675214,True
2013-05-02 07:04:31,1367492671,1241.4017094,True
2013-05-02 07:06:31,1367492791,1353.55555556,True
2013-05-02 07:08:31,1367492911,1317.64102564,True
2013-05-02 07:10:31,1367493031,1465.96581197,True
2013-05-02 07:12:31,1367493151,1298.12820513,True
2013-05-02 07:14:31,1367493271,1245.02564103,True
2013-05-02 07:16:31,1367493391,1189.85470085,True
2013-05-02 07:18:31,1367493511,1409.27350427,True
2013-05-02 07:20:31,1367493631,1416.53846154,True
2013-05-02 07:22:31,1367493751,903.085470085,True
2013-05-02 07:24:31,1367493871,913.726495726,True
2013-05-02 07:26:31,1367493991,1294.33333333,True
2013-05-02 07:28:31,1367494111,1373.64957265,True
2013-05-02 07:30:31,1367494231,1401.42735043,True
2013-05-02 07:32:31,1367494351,1183.27350427,True
2013-05-02 07:34:31,1367494471,1176.1025641,True
2013-05-02 07:36:31,1367494591,1382.96581197,True
2013-05-02 07:38:31,1367494711,1619.14529915,True
2013-05-02 07:40:31,1367494831,1329.35042735,True
2013-05-02 07:42:31,1367494951,1135.24786325,True
2013-05-02 07:44:31,1367495071,1183.83760684,True
2013-05-02 07:46:31,1367495191,1441.95726496,True
2013-05-02 07:48:31,1367495311,1402.92307692,True
2013-05-02 07:50:31,1367495431,1325.8034188,True
2013-05-02 07:52:31,1367495551,797.427350427,True
2013-05-02 07:54:31,1367495671,1257.35042735,True
2013-05-02 07:56:31,1367495791,1636.35042735,True
2013-05-02 07:58:31,1367495911,1509.74358974,True
2013-05-02 08:00:31,1367496031,1175.30769231,True
2013-05-02 08:02:31,1367496151,522.427350427,True
2013-05-02 08:04:31,1367496271,1002.45299145,True
2013-05-02 08:06:31,1367496391,1486.65811966,True
2013-05-02 08:08:31,1367496511,1387.76923077,True
2013-05-02 08:10:31,1367496631,1344.02564103,True
2013-05-02 08:12:31,1367496751,1232.97435897,True
2013-05-02 08:14:31,1367496871,1534.47863248,True
2013-05-02 08:16:31,1367496991,1420.38461538,True
2013-05-02 08:18:31,1367497111,1254.20512821,True
2013-05-02 08:20:31,1367497231,1512.64102564,True
2013-05-02 08:22:31,1367497351,1084.7008547,True
2013-05-02 08:24:31,1367497471,1329.21367521,True
2013-05-02 08:26:31,1367497591,1538.74358974,True
2013-05-02 08:28:31,1367497711,1168.11965812,True
2013-05-02 08:30:31,1367497831,1146.32478632,True
2013-05-02 08:32:31,1367497951,1260.22222222,True
2013-05-02 08:34:31,1367498071,1345.84615385,True
2013-05-02 08:36:31,1367498191,1416.00854701,True
2013-05-02 08:38:31,1367498311,1216.83760684,True
2013-05-02 08:40:31,1367498431,1035.52991453,True
2013-05-02 08:42:31,1367498551,1519.42735043,True
2013-05-02 08:44:31,1367498671,1369.37606838,True
2013-05-02 08:46:31,1367498791,1279.07692308,True
2013-05-02 08:48:31,1367498911,816.760683761,True
2013-05-02 08:50:31,1367499031,1284.61538462,True
2013-05-02 08:52:31,1367499151,1595.4957265,True
2013-05-02 08:54:31,1367499271,1336.99145299,True
2013-05-02 08:56:31,1367499391,1178.4017094,True
2013-05-02 08:58:31,1367499511,1092.51282051,True
2013-05-02 09:00:31,1367499631,650.786324786,True
2013-05-02 09:02:31,1367499751,1324.68376068,True
2013-05-02 09:04:31,1367499871,1480.06837607,True
2013-05-02 09:06:31,1367499991,1221.01709402,True
2013-05-02 09:08:31,1367500111,1190.74358974,True
2013-05-02 09:10:31,1367500231,1160.75213675,True
2013-05-02 09:12:31,1367500351,1006.26495726,True
2013-05-02 09:14:31,1367500471,894.094017094,True
2013-05-02 09:16:31,1367500591,1136.36752137,True
2013-05-02 09:18:31,1367500711,1125.85470085,True
2013-05-02 09:20:31,1367500831,1329.75213675,True
