userid,currDatetime,timeSeconds,fallAsleepTime,wakeUpTime,outOfBedTime,moveEvent,sleepQuality,timeToFallAsleep,beforeMidnight
116,19,1374346680,23,8,8,68,4,10,True
116,21,1374439213,1,7,7,49,3,29,False
116,22,1374523190,0,7,7,17,4,15,False
116,23,1374611353,1,6,6,44,3,30,False
116,24,1374699480,1,7,7,75,3,0,False
116,25,1374782280,0,6,7,74,2,10,False
116,25,1374867165,0,7,8,32,3,60,True
116,26,1374953295,0,7,7,71,2,60,True
116,28,1375046640,1,7,8,59,3,0,False
116,28,1375126080,23,7,7,40,4,10,True
116,30,1375215000,0,6,6,58,3,21,False
116,31,1375303200,0,6,7,57,3,3,False
116,1,1375391802,1,6,7,54,2,6,False
116,2,1375478640,1,7,7,51,3,2,False
116,2,1375555320,23,7,8,15,3,28,True
116,4,1375651440,1,8,8,28,2,0,False
116,5,1375738200,1,8,8,49,2,2,False
116,5,1375816680,23,7,7,41,4,3,True
116,7,1375908219,1,8,8,49,3,18,False
116,8,1375996827,1,8,8,63,3,2,False
116,9,1376078280,0,7,7,51,2,0,False
116,9,1376161800,23,8,8,75,3,6,True
116,11,1376256512,1,7,7,23,2,6,False
116,11,1376315826,0,7,7,9,3,101,True
117,11,1373654882,22,6,7,14,3,5,True
117,12,1373707109,13,16,16,13,3,3,False
117,12,1373744850,0,7,7,4,3,11,True
117,14,1373835001,1,7,7,12,4,18,False
117,15,1373920304,0,8,8,2,4,4,False
117,15,1374002551,23,7,7,30,2,14,True
117,16,1374089521,23,7,7,4,2,6,True
117,17,1374176310,23,7,7,31,3,4,True
117,18,1374261720,23,7,7,19,3,3,True
117,19,1374347640,23,8,8,21,2,10,True
117,21,1374438960,0,8,8,23,4,7,False
117,22,1374523081,0,8,8,5,2,10,False
117,22,1374607347,0,7,7,10,3,57,True
117,24,1374698280,0,8,8,22,4,5,False
117,24,1374780763,23,7,7,4,3,21,True
117,25,1374865089,0,8,8,1,3,60,True
117,26,1374951481,23,7,7,19,4,11,True
117,27,1375037881,23,8,8,20,4,4,True
117,28,1375125481,23,8,8,2,4,5,True
117,29,1375210681,23,7,7,7,4,49,True
117,30,1375297123,23,7,8,1,4,15,True
117,31,1375386360,0,7,7,34,3,13,True
117,2,1375477561,1,8,8,3,3,33,False
117,2,1375557600,23,7,7,1,3,2,True
117,4,1375651320,1,8,8,27,4,7,False
117,4,1375728957,23,8,8,1,4,14,True
117,5,1375816680,23,8,8,23,3,11,True
117,7,1375906321,0,8,8,11,3,44,False
117,8,1375995841,1,8,8,27,2,0,False
117,8,1376077200,23,6,6,12,3,12,True
117,9,1376163481,23,8,8,64,2,5,True
117,10,1376250371,0,9,9,2,2,36,True
117,11,1376315770,23,8,8,4,2,60,True
