userid,currDatetime,timeSeconds,fallAsleepTime,wakeUpTime,outOfBedTime,movement,moveEvent,sleepQuality
013,30,1367372311,2013-04-30 23:23:00,2013-05-01 08:59:00,2013-05-01 08:59:00,0.0,False,3
013,30,1367372431,2013-04-30 23:23:00,2013-05-01 08:59:00,2013-05-01 08:59:00,0.0,False,3
013,30,1367372551,2013-04-30 23:23:00,2013-05-01 08:59:00,2013-05-01 08:59:00,0.0,False,3
013,30,1367372671,2013-04-30 23:23:00,2013-05-01 08:59:00,2013-05-01 08:59:00,0.0,False,3
013,30,1367372791,2013-04-30 23:23:00,2013-05-01 08:59:00,2013-05-01 08:59:00,0.0,False,3
013,30,1367372912,2013-04-30 23:23:00,2013-05-01 08:59:00,2013-05-01 08:59:00,0.0,False,3
013,30,1367373031,2013-04-30 23:23:00,2013-05-01 08:59:00,2013-05-01 08:59:00,0.0,False,3
013,30,1367373151,2013-04-30 23:23:00,2013-05-01 08:59:00,2013-05-01 08:59:00,4.0,True,3
013,30,1367373271,2013-04-30 23:23:00,2013-05-01 08:59:00,2013-05-01 08:59:00,2.0,True,3
013,30,1367373391,2013-04-30 23:23:00,2013-05-01 08:59:00,2013-05-01 08:59:00,4.0,True,3
013,30,1367373511,2013-04-30 23:23:00,2013-05-01 08:59:00,2013-05-01 08:59:00,4.0,True,3
013,30,1367373631,2013-04-30 23:23:00,2013-05-01 08:59:00,2013-05-01 08:59:00,1.0,False,3
013,30,1367373751,2013-04-30 23:23:00,2013-05-01 08:59:00,2013-05-01 08:59:00,0.0,False,3
013,30,1367373871,2013-04-30 23:23:00,2013-05-01 08:59:00,2013-05-01 08:59:00,0.0,False,3
013,30,1367373991,2013-04-30 23:23:00,2013-05-01 08:59:00,2013-05-01 08:59:00,0.0,False,3
013,30,1367374111,2013-04-30 23:23:00,2013-05-01 08:59:00,2013-05-01 08:59:00,0.0,False,3
013,30,1367374231,2013-04-30 23:23:00,2013-05-01 08:59:00,2013-05-01 08:59:00,1.0,False,3
013,30,1367374353,2013-04-30 23:23:00,2013-05-01 08:59:00,2013-05-01 08:59:00,0.0,False,3
013,30,1367374472,2013-04-30 23:23:00,2013-05-01 08:59:00,2013-05-01 08:59:00,0.0,False,3
013,30,1367374592,2013-04-30 23:23:00,2013-05-01 08:59:00,2013-05-01 08:59:00,0.0,False,3
013,30,1367374712,2013-04-30 23:23:00,2013-05-01 08:59:00,2013-05-01 08:59:00,0.0,False,3
013,30,1367374832,2013-04-30 23:23:00,2013-05-01 08:59:00,2013-05-01 08:59:00,0.0,False,3
013,30,1367374952,2013-04-30 23:23:00,2013-05-01 08:59:00,2013-05-01 08:59:00,0.0,False,3
013,30,1367375072,2013-04-30 23:23:00,2013-05-01 08:59:00,2013-05-01 08:59:00,0.0,False,3
013,30,1367375192,2013-04-30 23:23:00,2013-05-01 08:59:00,2013-05-01 08:59:00,1.0,False,3
013,30,1367375312,2013-04-30 23:23:00,2013-05-01 08:59:00,2013-05-01 08:59:00,0.0,False,3
013,30,1367375432,2013-04-30 23:23:00,2013-05-01 08:59:00,2013-05-01 08:59:00,2.0,True,3
013,30,1367375552,2013-04-30 23:23:00,2013-05-01 08:59:00,2013-05-01 08:59:00,0.0,False,3
013,30,1367375672,2013-04-30 23:23:00,2013-05-01 08:59:00,2013-05-01 08:59:00,0.0,False,3
013,30,1367375792,2013-04-30 23:23:00,2013-05-01 08:59:00,2013-05-01 08:59:00,0.0,False,3
013,30,1367375912,2013-04-30 23:23:00,2013-05-01 08:59:00,2013-05-01 08:59:00,1.0,False,3
013,30,1367376032,2013-04-30 23:23:00,2013-05-01 08:59:00,2013-05-01 08:59:00,1.0,False,3
013,30,1367376152,2013-04-30 23:23:00,2013-05-01 08:59:00,2013-05-01 08:59:00,1.0,False,3
013,30,1367376273,2013-04-30 23:23:00,2013-05-01 08:59:00,2013-05-01 08:59:00,1.0,False,3
013,30,1367376392,2013-04-30 23:23:00,2013-05-01 08:59:00,2013-05-01 08:59:00,1.0,False,3
013,30,1367376512,2013-04-30 23:23:00,2013-05-01 08:59:00,2013-05-01 08:59:00,1.0,False,3
013,30,1367376632,2013-04-30 23:23:00,2013-05-01 08:59:00,2013-05-01 08:59:00,1.0,False,3
013,30,1367376752,2013-04-30 23:23:00,2013-05-01 08:59:00,2013-05-01 08:59:00,1.0,False,3
013,30,1367376872,2013-04-30 23:23:00,2013-05-01 08:59:00,2013-05-01 08:59:00,1.0,False,3
013,30,1367376992,2013-04-30 23:23:00,2013-05-01 08:59:00,2013-05-01 08:59:00,3.0,True,3
013,30,1367377112,2013-04-30 23:23:00,2013-05-01 08:59:00,2013-05-01 08:59:00,4.0,True,3
013,30,1367377232,2013-04-30 23:23:00,2013-05-01 08:59:00,2013-05-01 08:59:00,3.0,True,3
013,30,1367377352,2013-04-30 23:23:00,2013-05-01 08:59:00,2013-05-01 08:59:00,1.0,False,3
013,30,1367377472,2013-04-30 23:23:00,2013-05-01 08:59:00,2013-05-01 08:59:00,0.0,False,3
013,30,1367377592,2013-04-30 23:23:00,2013-05-01 08:59:00,2013-05-01 08:59:00,0.0,False,3
013,30,1367377712,2013-04-30 23:23:00,2013-05-01 08:59:00,2013-05-01 08:59:00,0.0,False,3
013,30,1367377832,2013-04-30 23:23:00,2013-05-01 08:59:00,2013-05-01 08:59:00,0.0,False,3
013,30,1367377952,2013-04-30 23:23:00,2013-05-01 08:59:00,2013-05-01 08:59:00,0.0,False,3
013,30,1367378072,2013-04-30 23:23:00,2013-05-01 08:59:00,2013-05-01 08:59:00,0.0,False,3
013,30,1367378192,2013-04-30 23:23:00,2013-05-01 08:59:00,2013-05-01 08:59:00,0.0,False,3
013,30,1367378312,2013-04-30 23:23:00,2013-05-01 08:59:00,2013-05-01 08:59:00,0.0,False,3
013,30,1367378432,2013-04-30 23:23:00,2013-05-01 08:59:00,2013-05-01 08:59:00,0.0,False,3
013,30,1367378552,2013-04-30 23:23:00,2013-05-01 08:59:00,2013-05-01 08:59:00,0.0,False,3
013,30,1367378672,2013-04-30 23:23:00,2013-05-01 08:59:00,2013-05-01 08:59:00,0.0,False,3
013,30,1367378792,2013-04-30 23:23:00,2013-05-01 08:59:00,2013-05-01 08:59:00,0.0,False,3
013,30,1367378912,2013-04-30 23:23:00,2013-05-01 08:59:00,2013-05-01 08:59:00,0.0,False,3
013,30,1367379032,2013-04-30 23:23:00,2013-05-01 08:59:00,2013-05-01 08:59:00,0.0,False,3
013,30,1367379152,2013-04-30 23:23:00,2013-05-01 08:59:00,2013-05-01 08:59:00,0.0,False,3
013,30,1367379272,2013-04-30 23:23:00,2013-05-01 08:59:00,2013-05-01 08:59:00,0.0,False,3
013,30,1367379392,2013-04-30 23:23:00,2013-05-01 08:59:00,2013-05-01 08:59:00,0.0,False,3
013,30,1367379512,2013-04-30 23:23:00,2013-05-01 08:59:00,2013-05-01 08:59:00,0.0,False,3
013,30,1367379632,2013-04-30 23:23:00,2013-05-01 08:59:00,2013-05-01 08:59:00,0.0,False,3
013,30,1367379752,2013-04-30 23:23:00,2013-05-01 08:59:00,2013-05-01 08:59:00,0.0,False,3
013,30,1367379872,2013-04-30 23:23:00,2013-05-01 08:59:00,2013-05-01 08:59:00,0.0,False,3
013,30,1367379992,2013-04-30 23:23:00,2013-05-01 08:59:00,2013-05-01 08:59:00,0.0,False,3
013,30,1367380112,2013-04-30 23:23:00,2013-05-01 08:59:00,2013-05-01 08:59:00,0.0,False,3
013,30,1367380232,2013-04-30 23:23:00,2013-05-01 08:59:00,2013-05-01 08:59:00,0.0,False,3
013,30,1367380352,2013-04-30 23:23:00,2013-05-01 08:59:00,2013-05-01 08:59:00,0.0,False,3
013,30,1367380472,2013-04-30 23:23:00,2013-05-01 08:59:00,2013-05-01 08:59:00,0.0,False,3
013,30,1367380592,2013-04-30 23:23:00,2013-05-01 08:59:00,2013-05-01 08:59:00,0.0,False,3
013,30,1367380712,2013-04-30 23:23:00,2013-05-01 08:59:00,2013-05-01 08:59:00,0.0,False,3
013,1,1367380832,2013-04-30 23:23:00,2013-05-01 08:59:00,2013-05-01 08:59:00,0.0,False,3
013,1,1367380952,2013-04-30 23:23:00,2013-05-01 08:59:00,2013-05-01 08:59:00,0.0,False,3
013,1,1367381072,2013-04-30 23:23:00,2013-05-01 08:59:00,2013-05-01 08:59:00,0.0,False,3
013,1,1367381192,2013-04-30 23:23:00,2013-05-01 08:59:00,2013-05-01 08:59:00,0.0,False,3
013,1,1367381312,2013-04-30 23:23:00,2013-05-01 08:59:00,2013-05-01 08:59:00,0.0,False,3
013,1,1367381432,2013-04-30 23:23:00,2013-05-01 08:59:00,2013-05-01 08:59:00,0.0,False,3
013,1,1367381552,2013-04-30 23:23:00,2013-05-01 08:59:00,2013-05-01 08:59:00,0.0,False,3
013,1,1367381672,2013-04-30 23:23:00,2013-05-01 08:59:00,2013-05-01 08:59:00,0.0,False,3
013,1,1367381792,2013-04-30 23:23:00,2013-05-01 08:59:00,2013-05-01 08:59:00,0.0,False,3
013,1,1367381912,2013-04-30 23:23:00,2013-05-01 08:59:00,2013-05-01 08:59:00,0.0,False,3
013,1,1367382032,2013-04-30 23:23:00,2013-05-01 08:59:00,2013-05-01 08:59:00,0.0,False,3
013,1,1367382152,2013-04-30 23:23:00,2013-05-01 08:59:00,2013-05-01 08:59:00,0.0,False,3
013,1,1367382272,2013-04-30 23:23:00,2013-05-01 08:59:00,2013-05-01 08:59:00,0.0,False,3
013,1,1367382392,2013-04-30 23:23:00,2013-05-01 08:59:00,2013-05-01 08:59:00,0.0,False,3
013,1,1367382512,2013-04-30 23:23:00,2013-05-01 08:59:00,2013-05-01 08:59:00,0.0,False,3
013,1,1367382632,2013-04-30 23:23:00,2013-05-01 08:59:00,2013-05-01 08:59:00,0.0,False,3
013,1,1367382752,2013-04-30 23:23:00,2013-05-01 08:59:00,2013-05-01 08:59:00,0.0,False,3
013,1,1367382872,2013-04-30 23:23:00,2013-05-01 08:59:00,2013-05-01 08:59:00,0.0,False,3
013,1,1367382992,2013-04-30 23:23:00,2013-05-01 08:59:00,2013-05-01 08:59:00,0.0,False,3
013,1,1367383112,2013-04-30 23:23:00,2013-05-01 08:59:00,2013-05-01 08:59:00,0.0,False,3
013,1,1367383232,2013-04-30 23:23:00,2013-05-01 08:59:00,2013-05-01 08:59:00,0.0,False,3
013,1,1367383352,2013-04-30 23:23:00,2013-05-01 08:59:00,2013-05-01 08:59:00,0.0,False,3
013,1,1367383472,2013-04-30 23:23:00,2013-05-01 08:59:00,2013-05-01 08:59:00,0.0,False,3
013,1,1367383592,2013-04-30 23:23:00,2013-05-01 08:59:00,2013-05-01 08:59:00,0.0,False,3
013,1,1367383712,2013-04-30 23:23:00,2013-05-01 08:59:00,2013-05-01 08:59:00,0.0,False,3
013,1,1367383832,2013-04-30 23:23:00,2013-05-01 08:59:00,2013-05-01 08:59:00,0.0,False,3
013,1,1367383952,2013-04-30 23:23:00,2013-05-01 08:59:00,2013-05-01 08:59:00,0.0,False,3
013,1,1367384072,2013-04-30 23:23:00,2013-05-01 08:59:00,2013-05-01 08:59:00,0.0,False,3
013,1,1367384192,2013-04-30 23:23:00,2013-05-01 08:59:00,2013-05-01 08:59:00,0.0,False,3
013,1,1367384312,2013-04-30 23:23:00,2013-05-01 08:59:00,2013-05-01 08:59:00,0.0,False,3
013,1,1367384432,2013-04-30 23:23:00,2013-05-01 08:59:00,2013-05-01 08:59:00,0.0,False,3
013,1,1367384552,2013-04-30 23:23:00,2013-05-01 08:59:00,2013-05-01 08:59:00,0.0,False,3
013,1,1367384672,2013-04-30 23:23:00,2013-05-01 08:59:00,2013-05-01 08:59:00,0.0,False,3
013,1,1367384792,2013-04-30 23:23:00,2013-05-01 08:59:00,2013-05-01 08:59:00,0.0,False,3
013,1,1367384912,2013-04-30 23:23:00,2013-05-01 08:59:00,2013-05-01 08:59:00,0.0,False,3
013,1,1367385032,2013-04-30 23:23:00,2013-05-01 08:59:00,2013-05-01 08:59:00,0.0,False,3
013,1,1367385152,2013-04-30 23:23:00,2013-05-01 08:59:00,2013-05-01 08:59:00,0.0,False,3
013,1,1367385272,2013-04-30 23:23:00,2013-05-01 08:59:00,2013-05-01 08:59:00,0.0,False,3
013,1,1367385392,2013-04-30 23:23:00,2013-05-01 08:59:00,2013-05-01 08:59:00,0.0,False,3
013,1,1367385512,2013-04-30 23:23:00,2013-05-01 08:59:00,2013-05-01 08:59:00,0.0,False,3
013,1,1367385632,2013-04-30 23:23:00,2013-05-01 08:59:00,2013-05-01 08:59:00,0.0,False,3
013,1,1367385752,2013-04-30 23:23:00,2013-05-01 08:59:00,2013-05-01 08:59:00,0.0,False,3
013,1,1367385872,2013-04-30 23:23:00,2013-05-01 08:59:00,2013-05-01 08:59:00,0.0,False,3
013,1,1367385992,2013-04-30 23:23:00,2013-05-01 08:59:00,2013-05-01 08:59:00,0.0,False,3
013,1,1367386112,2013-04-30 23:23:00,2013-05-01 08:59:00,2013-05-01 08:59:00,0.0,False,3
013,1,1367386232,2013-04-30 23:23:00,2013-05-01 08:59:00,2013-05-01 08:59:00,0.0,False,3
013,1,1367386352,2013-04-30 23:23:00,2013-05-01 08:59:00,2013-05-01 08:59:00,0.0,False,3
013,1,1367386472,2013-04-30 23:23:00,2013-05-01 08:59:00,2013-05-01 08:59:00,0.0,False,3
013,1,1367386592,2013-04-30 23:23:00,2013-05-01 08:59:00,2013-05-01 08:59:00,0.0,False,3
013,1,1367386712,2013-04-30 23:23:00,2013-05-01 08:59:00,2013-05-01 08:59:00,0.0,False,3
013,1,1367386832,2013-04-30 23:23:00,2013-05-01 08:59:00,2013-05-01 08:59:00,0.0,False,3
013,1,1367386952,2013-04-30 23:23:00,2013-05-01 08:59:00,2013-05-01 08:59:00,0.0,False,3
013,1,1367387072,2013-04-30 23:23:00,2013-05-01 08:59:00,2013-05-01 08:59:00,0.0,False,3
013,1,1367387192,2013-04-30 23:23:00,2013-05-01 08:59:00,2013-05-01 08:59:00,0.0,False,3
013,1,1367387312,2013-04-30 23:23:00,2013-05-01 08:59:00,2013-05-01 08:59:00,0.0,False,3
013,1,1367387432,2013-04-30 23:23:00,2013-05-01 08:59:00,2013-05-01 08:59:00,0.0,False,3
013,1,1367387552,2013-04-30 23:23:00,2013-05-01 08:59:00,2013-05-01 08:59:00,0.0,False,3
013,1,1367387672,2013-04-30 23:23:00,2013-05-01 08:59:00,2013-05-01 08:59:00,0.0,False,3
013,1,1367387792,2013-04-30 23:23:00,2013-05-01 08:59:00,2013-05-01 08:59:00,0.0,False,3
013,1,1367387912,2013-04-30 23:23:00,2013-05-01 08:59:00,2013-05-01 08:59:00,0.0,False,3
013,1,1367388032,2013-04-30 23:23:00,2013-05-01 08:59:00,2013-05-01 08:59:00,0.0,False,3
013,1,1367388152,2013-04-30 23:23:00,2013-05-01 08:59:00,2013-05-01 08:59:00,0.0,False,3
013,1,1367388272,2013-04-30 23:23:00,2013-05-01 08:59:00,2013-05-01 08:59:00,0.0,False,3
013,1,1367388392,2013-04-30 23:23:00,2013-05-01 08:59:00,2013-05-01 08:59:00,0.0,False,3
013,1,1367388512,2013-04-30 23:23:00,2013-05-01 08:59:00,2013-05-01 08:59:00,0.0,False,3
013,1,1367388632,2013-04-30 23:23:00,2013-05-01 08:59:00,2013-05-01 08:59:00,0.0,False,3
013,1,1367388752,2013-04-30 23:23:00,2013-05-01 08:59:00,2013-05-01 08:59:00,0.0,False,3
013,1,1367388872,2013-04-30 23:23:00,2013-05-01 08:59:00,2013-05-01 08:59:00,0.0,False,3
013,1,1367388992,2013-04-30 23:23:00,2013-05-01 08:59:00,2013-05-01 08:59:00,0.0,False,3
013,1,1367389112,2013-04-30 23:23:00,2013-05-01 08:59:00,2013-05-01 08:59:00,0.0,False,3
013,1,1367389232,2013-04-30 23:23:00,2013-05-01 08:59:00,2013-05-01 08:59:00,0.0,False,3
013,1,1367389352,2013-04-30 23:23:00,2013-05-01 08:59:00,2013-05-01 08:59:00,0.0,False,3
013,1,1367389472,2013-04-30 23:23:00,2013-05-01 08:59:00,2013-05-01 08:59:00,0.0,False,3
013,1,1367389592,2013-04-30 23:23:00,2013-05-01 08:59:00,2013-05-01 08:59:00,0.0,False,3
013,1,1367389712,2013-04-30 23:23:00,2013-05-01 08:59:00,2013-05-01 08:59:00,0.0,False,3
013,1,1367389832,2013-04-30 23:23:00,2013-05-01 08:59:00,2013-05-01 08:59:00,0.0,False,3
013,1,1367389952,2013-04-30 23:23:00,2013-05-01 08:59:00,2013-05-01 08:59:00,0.0,False,3
013,1,1367390072,2013-04-30 23:23:00,2013-05-01 08:59:00,2013-05-01 08:59:00,0.0,False,3
013,1,1367390192,2013-04-30 23:23:00,2013-05-01 08:59:00,2013-05-01 08:59:00,0.0,False,3
013,1,1367390312,2013-04-30 23:23:00,2013-05-01 08:59:00,2013-05-01 08:59:00,0.0,False,3
013,1,1367390432,2013-04-30 23:23:00,2013-05-01 08:59:00,2013-05-01 08:59:00,0.0,False,3
013,1,1367390552,2013-04-30 23:23:00,2013-05-01 08:59:00,2013-05-01 08:59:00,0.0,False,3
013,1,1367390672,2013-04-30 23:23:00,2013-05-01 08:59:00,2013-05-01 08:59:00,0.0,False,3
013,1,1367390792,2013-04-30 23:23:00,2013-05-01 08:59:00,2013-05-01 08:59:00,0.0,False,3
013,1,1367390912,2013-04-30 23:23:00,2013-05-01 08:59:00,2013-05-01 08:59:00,0.0,False,3
013,1,1367391032,2013-04-30 23:23:00,2013-05-01 08:59:00,2013-05-01 08:59:00,0.0,False,3
013,1,1367391152,2013-04-30 23:23:00,2013-05-01 08:59:00,2013-05-01 08:59:00,0.0,False,3
013,1,1367391272,2013-04-30 23:23:00,2013-05-01 08:59:00,2013-05-01 08:59:00,0.0,False,3
013,1,1367391392,2013-04-30 23:23:00,2013-05-01 08:59:00,2013-05-01 08:59:00,0.0,False,3
013,1,1367391512,2013-04-30 23:23:00,2013-05-01 08:59:00,2013-05-01 08:59:00,0.0,False,3
013,1,1367391632,2013-04-30 23:23:00,2013-05-01 08:59:00,2013-05-01 08:59:00,0.0,False,3
013,1,1367391752,2013-04-30 23:23:00,2013-05-01 08:59:00,2013-05-01 08:59:00,0.0,False,3
013,1,1367391872,2013-04-30 23:23:00,2013-05-01 08:59:00,2013-05-01 08:59:00,0.0,False,3
013,1,1367391992,2013-04-30 23:23:00,2013-05-01 08:59:00,2013-05-01 08:59:00,0.0,False,3
013,1,1367392112,2013-04-30 23:23:00,2013-05-01 08:59:00,2013-05-01 08:59:00,0.0,False,3
013,1,1367392232,2013-04-30 23:23:00,2013-05-01 08:59:00,2013-05-01 08:59:00,0.0,False,3
013,1,1367392352,2013-04-30 23:23:00,2013-05-01 08:59:00,2013-05-01 08:59:00,0.0,False,3
013,1,1367392472,2013-04-30 23:23:00,2013-05-01 08:59:00,2013-05-01 08:59:00,0.0,False,3
013,1,1367392592,2013-04-30 23:23:00,2013-05-01 08:59:00,2013-05-01 08:59:00,0.0,False,3
013,1,1367392712,2013-04-30 23:23:00,2013-05-01 08:59:00,2013-05-01 08:59:00,0.0,False,3
013,1,1367392832,2013-04-30 23:23:00,2013-05-01 08:59:00,2013-05-01 08:59:00,0.0,False,3
013,1,1367392952,2013-04-30 23:23:00,2013-05-01 08:59:00,2013-05-01 08:59:00,0.0,False,3
013,1,1367393072,2013-04-30 23:23:00,2013-05-01 08:59:00,2013-05-01 08:59:00,0.0,False,3
013,1,1367393192,2013-04-30 23:23:00,2013-05-01 08:59:00,2013-05-01 08:59:00,0.0,False,3
013,1,1367393312,2013-04-30 23:23:00,2013-05-01 08:59:00,2013-05-01 08:59:00,0.0,False,3
013,1,1367393432,2013-04-30 23:23:00,2013-05-01 08:59:00,2013-05-01 08:59:00,0.0,False,3
013,1,1367393552,2013-04-30 23:23:00,2013-05-01 08:59:00,2013-05-01 08:59:00,0.0,False,3
013,1,1367393672,2013-04-30 23:23:00,2013-05-01 08:59:00,2013-05-01 08:59:00,0.0,False,3
013,1,1367393792,2013-04-30 23:23:00,2013-05-01 08:59:00,2013-05-01 08:59:00,0.0,False,3
013,1,1367393912,2013-04-30 23:23:00,2013-05-01 08:59:00,2013-05-01 08:59:00,0.0,False,3
013,1,1367394032,2013-04-30 23:23:00,2013-05-01 08:59:00,2013-05-01 08:59:00,0.0,False,3
013,1,1367394152,2013-04-30 23:23:00,2013-05-01 08:59:00,2013-05-01 08:59:00,0.0,False,3
013,1,1367394272,2013-04-30 23:23:00,2013-05-01 08:59:00,2013-05-01 08:59:00,0.0,False,3
013,1,1367394392,2013-04-30 23:23:00,2013-05-01 08:59:00,2013-05-01 08:59:00,0.0,False,3
013,1,1367394512,2013-04-30 23:23:00,2013-05-01 08:59:00,2013-05-01 08:59:00,0.0,False,3
013,1,1367394632,2013-04-30 23:23:00,2013-05-01 08:59:00,2013-05-01 08:59:00,0.0,False,3
013,1,1367394752,2013-04-30 23:23:00,2013-05-01 08:59:00,2013-05-01 08:59:00,0.0,False,3
013,1,1367394872,2013-04-30 23:23:00,2013-05-01 08:59:00,2013-05-01 08:59:00,0.0,False,3
013,1,1367394992,2013-04-30 23:23:00,2013-05-01 08:59:00,2013-05-01 08:59:00,0.0,False,3
013,1,1367395112,2013-04-30 23:23:00,2013-05-01 08:59:00,2013-05-01 08:59:00,0.0,False,3
013,1,1367395232,2013-04-30 23:23:00,2013-05-01 08:59:00,2013-05-01 08:59:00,0.0,False,3
013,1,1367395352,2013-04-30 23:23:00,2013-05-01 08:59:00,2013-05-01 08:59:00,0.0,False,3
013,1,1367395472,2013-04-30 23:23:00,2013-05-01 08:59:00,2013-05-01 08:59:00,0.0,False,3
013,1,1367395592,2013-04-30 23:23:00,2013-05-01 08:59:00,2013-05-01 08:59:00,0.0,False,3
013,1,1367395712,2013-04-30 23:23:00,2013-05-01 08:59:00,2013-05-01 08:59:00,0.0,False,3
013,1,1367395832,2013-04-30 23:23:00,2013-05-01 08:59:00,2013-05-01 08:59:00,0.0,False,3
013,1,1367395952,2013-04-30 23:23:00,2013-05-01 08:59:00,2013-05-01 08:59:00,0.0,False,3
013,1,1367396072,2013-04-30 23:23:00,2013-05-01 08:59:00,2013-05-01 08:59:00,0.0,False,3
013,1,1367396192,2013-04-30 23:23:00,2013-05-01 08:59:00,2013-05-01 08:59:00,0.0,False,3
013,1,1367396312,2013-04-30 23:23:00,2013-05-01 08:59:00,2013-05-01 08:59:00,0.0,False,3
013,1,1367396432,2013-04-30 23:23:00,2013-05-01 08:59:00,2013-05-01 08:59:00,0.0,False,3
013,1,1367396552,2013-04-30 23:23:00,2013-05-01 08:59:00,2013-05-01 08:59:00,0.0,False,3
013,1,1367396672,2013-04-30 23:23:00,2013-05-01 08:59:00,2013-05-01 08:59:00,0.0,False,3
013,1,1367396792,2013-04-30 23:23:00,2013-05-01 08:59:00,2013-05-01 08:59:00,0.0,False,3
013,1,1367396912,2013-04-30 23:23:00,2013-05-01 08:59:00,2013-05-01 08:59:00,0.0,False,3
013,1,1367397032,2013-04-30 23:23:00,2013-05-01 08:59:00,2013-05-01 08:59:00,0.0,False,3
013,1,1367397152,2013-04-30 23:23:00,2013-05-01 08:59:00,2013-05-01 08:59:00,0.0,False,3
013,1,1367397272,2013-04-30 23:23:00,2013-05-01 08:59:00,2013-05-01 08:59:00,0.0,False,3
013,1,1367397392,2013-04-30 23:23:00,2013-05-01 08:59:00,2013-05-01 08:59:00,0.0,False,3
013,1,1367397512,2013-04-30 23:23:00,2013-05-01 08:59:00,2013-05-01 08:59:00,0.0,False,3
013,1,1367397632,2013-04-30 23:23:00,2013-05-01 08:59:00,2013-05-01 08:59:00,0.0,False,3
013,1,1367397752,2013-04-30 23:23:00,2013-05-01 08:59:00,2013-05-01 08:59:00,0.0,False,3
013,1,1367397872,2013-04-30 23:23:00,2013-05-01 08:59:00,2013-05-01 08:59:00,0.0,False,3
013,1,1367397992,2013-04-30 23:23:00,2013-05-01 08:59:00,2013-05-01 08:59:00,0.0,False,3
013,1,1367398112,2013-04-30 23:23:00,2013-05-01 08:59:00,2013-05-01 08:59:00,0.0,False,3
013,1,1367398232,2013-04-30 23:23:00,2013-05-01 08:59:00,2013-05-01 08:59:00,0.0,False,3
013,1,1367398352,2013-04-30 23:23:00,2013-05-01 08:59:00,2013-05-01 08:59:00,0.0,False,3
013,1,1367398472,2013-04-30 23:23:00,2013-05-01 08:59:00,2013-05-01 08:59:00,0.0,False,3
013,1,1367398592,2013-04-30 23:23:00,2013-05-01 08:59:00,2013-05-01 08:59:00,0.0,False,3
013,1,1367398712,2013-04-30 23:23:00,2013-05-01 08:59:00,2013-05-01 08:59:00,0.0,False,3
013,1,1367398832,2013-04-30 23:23:00,2013-05-01 08:59:00,2013-05-01 08:59:00,0.0,False,3
013,1,1367398952,2013-04-30 23:23:00,2013-05-01 08:59:00,2013-05-01 08:59:00,0.0,False,3
013,1,1367399072,2013-04-30 23:23:00,2013-05-01 08:59:00,2013-05-01 08:59:00,0.0,False,3
013,1,1367399192,2013-04-30 23:23:00,2013-05-01 08:59:00,2013-05-01 08:59:00,0.0,False,3
013,1,1367399312,2013-04-30 23:23:00,2013-05-01 08:59:00,2013-05-01 08:59:00,0.0,False,3
013,1,1367399432,2013-04-30 23:23:00,2013-05-01 08:59:00,2013-05-01 08:59:00,0.0,False,3
013,1,1367399552,2013-04-30 23:23:00,2013-05-01 08:59:00,2013-05-01 08:59:00,0.0,False,3
013,1,1367399672,2013-04-30 23:23:00,2013-05-01 08:59:00,2013-05-01 08:59:00,0.0,False,3
013,1,1367399792,2013-04-30 23:23:00,2013-05-01 08:59:00,2013-05-01 08:59:00,0.0,False,3
